Product Category,Region,Sales
Office Supplies,South,2136.68
Office Supplies,South,278.06
Office Supplies,South,318.83
Office Supplies,South,464.94
Office Supplies,South,267.92
Office Supplies,South,7
Office Supplies,South,47.48
Office Supplies,South,102.9
Office Supplies,South,898.09
Office Supplies,South,178.48
Office Supplies,South,199.18
Office Supplies,South,554.24
Office Supplies,South,80.47
Office Supplies,South,48.53
Office Supplies,South,156.03
Office Supplies,South,30.7
Office Supplies,South,739.06
Office Supplies,South,27.21
Office Supplies,South,302.71
Office Supplies,South,54.39
Office Supplies,South,47.01
Office Supplies,South,25.57
Office Supplies,South,69.44
Office Supplies,South,71.97
Office Supplies,South,91.39
Office Supplies,South,91.92
Office Supplies,South,710.16
Office Supplies,South,536.29
Office Supplies,South,6.31
Office Supplies,South,166.35
Office Supplies,South,19.79
Office Supplies,South,185.08
Office Supplies,South,230.96
Office Supplies,South,4.95
Office Supplies,South,77.54
Office Supplies,South,139.86
Office Supplies,South,40.67
Office Supplies,South,82.21
Office Supplies,South,135.84
Office Supplies,South,1859.64
Office Supplies,South,78.91
Office Supplies,South,212.23
Office Supplies,South,65.1
Office Supplies,South,92.02
Office Supplies,South,618.96
Office Supplies,South,360.03
Office Supplies,South,73.36
Office Supplies,South,20.26
Office Supplies,South,84.52
Office Supplies,South,6.75
Office Supplies,South,21.77
Office Supplies,South,57.91
Office Supplies,South,33.61
Office Supplies,South,53.02
Office Supplies,South,1337.41
Office Supplies,South,169.75
Office Supplies,South,102.87
Office Supplies,South,22.01
Office Supplies,South,403.25
Office Supplies,South,80.78
Office Supplies,South,24.79
Office Supplies,South,377.15
Office Supplies,South,42.37
Office Supplies,South,144.6
Office Supplies,South,727.13
Office Supplies,South,61.72
Office Supplies,South,55.61
Office Supplies,South,54.04
Office Supplies,South,78.85
Office Supplies,South,27.44
Office Supplies,South,4354.55
Office Supplies,South,1288.71
Office Supplies,South,727.87
Office Supplies,South,27.24
Office Supplies,South,25.01
Office Supplies,South,2051.68
Office Supplies,South,54.53
Office Supplies,South,2217.2
Office Supplies,South,406.26
Office Supplies,South,16.71
Office Supplies,South,138.78
Office Supplies,South,86.97
Office Supplies,South,36.54
Office Supplies,South,95.67
Office Supplies,South,115.56
Office Supplies,South,50.75
Office Supplies,South,3213.59
Office Supplies,South,150.78
Office Supplies,South,78.66
Office Supplies,South,13.73
Office Supplies,South,84.49
Office Supplies,South,151.18
Office Supplies,South,58.52
Office Supplies,South,34.16
Office Supplies,South,68.72
Office Supplies,South,48.02
Office Supplies,South,469.59
Office Supplies,South,48.12
Office Supplies,South,106.67
Office Supplies,South,63.35
Office Supplies,South,267.32
Office Supplies,South,168.06
Office Supplies,South,13.65
Office Supplies,South,16.93
Office Supplies,South,64.9
Office Supplies,South,6.82
Office Supplies,South,75.62
Office Supplies,South,80.27
Office Supplies,South,12.14
Office Supplies,South,4.97
Office Supplies,South,36.86
Office Supplies,South,39.51
Office Supplies,South,28.5
Office Supplies,South,26.83
Office Supplies,South,33.3
Office Supplies,South,400.19
Office Supplies,South,15.72
Office Supplies,South,61.87
Office Supplies,South,2076.06
Office Supplies,South,39.97
Office Supplies,South,68.9
Office Supplies,South,89.09
Office Supplies,South,70.27
Office Supplies,South,48.88
Office Supplies,South,105.24
Office Supplies,South,49.23
Office Supplies,South,4249.37
Office Supplies,South,35.48
Office Supplies,South,46.45
Office Supplies,South,44.62
Office Supplies,South,16.5
Office Supplies,South,67.48
Office Supplies,South,67.28
Office Supplies,South,81.99
Office Supplies,South,10.45
Office Supplies,South,75.67
Office Supplies,South,99.69
Office Supplies,South,982.22
Office Supplies,South,80.83
Office Supplies,South,214.14
Office Supplies,South,74.81
Office Supplies,South,900.12
Office Supplies,South,29.63
Office Supplies,South,15.25
Office Supplies,South,145.83
Office Supplies,South,110.6
Office Supplies,South,82.67
Office Supplies,South,20.63
Office Supplies,South,9.69
Office Supplies,South,83.72
Office Supplies,South,45.2
Office Supplies,South,109.99
Office Supplies,South,1991.15
Office Supplies,South,22.14
Office Supplies,South,152.49
Office Supplies,South,380.44
Office Supplies,South,364.92
Office Supplies,South,92.76
Office Supplies,South,1020.2
Office Supplies,South,32.76
Office Supplies,South,78.46
Office Supplies,South,13.95
Office Supplies,South,40.76
Office Supplies,South,118.61
Office Supplies,South,139.05
Office Supplies,South,377.31
Office Supplies,South,65.85
Office Supplies,South,36.14
Office Supplies,South,34.27
Office Supplies,South,136.69
Office Supplies,South,83.14
Office Supplies,South,55.68
Office Supplies,South,21.56
Office Supplies,South,15.37
Office Supplies,South,110.66
Office Supplies,South,9.64
Office Supplies,South,8.79
Office Supplies,South,20.94
Office Supplies,South,61.46
Office Supplies,South,51.19
Office Supplies,South,10.05
Office Supplies,South,9280.72
Office Supplies,South,78.31
Office Supplies,South,80.53
Office Supplies,South,107.35
Office Supplies,South,47.9
Office Supplies,South,24.03
Office Supplies,South,62.33
Office Supplies,South,164.67
Office Supplies,South,272.23
Office Supplies,South,189.79
Office Supplies,South,115.22
Office Supplies,South,37.57
Office Supplies,South,667.3
Office Supplies,South,3108.3
Office Supplies,South,298.49
Office Supplies,South,76.22
Office Supplies,South,33.3
Office Supplies,South,81.48
Office Supplies,South,72.74
Office Supplies,South,3292.02
Office Supplies,South,649.97
Office Supplies,South,904.31
Office Supplies,South,9.64
Office Supplies,South,47.4
Office Supplies,South,268.64
Office Supplies,South,21.86
Office Supplies,South,164.98
Office Supplies,South,110.7
Office Supplies,South,804.85
Office Supplies,South,259.32
Office Supplies,South,33.89
Office Supplies,South,30.96
Office Supplies,South,122.28
Office Supplies,South,52.27
Office Supplies,South,411.38
Office Supplies,South,574.97
Office Supplies,South,98.94
Office Supplies,South,592.06
Office Supplies,South,29.16
Office Supplies,South,490.04
Office Supplies,South,41.51
Office Supplies,South,37.62
Office Supplies,South,257.52
Office Supplies,South,139.42
Office Supplies,South,21.3
Office Supplies,South,113.3
Office Supplies,South,485.11
Office Supplies,South,25.31
Office Supplies,South,64.48
Office Supplies,South,76.95
Office Supplies,South,2.66
Office Supplies,South,28.76
Office Supplies,South,136.6
Office Supplies,South,28.46
Office Supplies,South,50.71
Office Supplies,South,48.32
Office Supplies,South,20.77
Office Supplies,South,37.71
Office Supplies,South,9.83
Office Supplies,South,30.47
Office Supplies,South,155.16
Office Supplies,South,45.46
Office Supplies,South,20.75
Office Supplies,South,54.83
Office Supplies,South,7.64
Office Supplies,South,379.72
Office Supplies,South,42.46
Office Supplies,South,17.61
Office Supplies,West,5705.18
Office Supplies,West,194.09
Office Supplies,West,48.5
Office Supplies,West,11.16
Office Supplies,West,132.66
Office Supplies,West,43.08
Office Supplies,West,186.18
Office Supplies,West,89.79
Office Supplies,West,94.62
Office Supplies,West,40.15
Office Supplies,West,88.68
Office Supplies,West,153.01
Office Supplies,West,11.86
Office Supplies,West,140.9
Office Supplies,West,109.71
Office Supplies,West,26.16
Office Supplies,West,78.99
Office Supplies,West,180.84
Office Supplies,West,44.29
Office Supplies,West,214.58
Office Supplies,West,1057.32
Office Supplies,West,84.97
Office Supplies,West,327.61
Office Supplies,West,4573.53
Office Supplies,West,1154.12
Office Supplies,West,65.89
Office Supplies,West,23.16
Office Supplies,West,41.88
Office Supplies,West,143.71
Office Supplies,West,6608.24
Office Supplies,West,198.64
Office Supplies,West,196.74
Office Supplies,West,748.13
Office Supplies,West,156.89
Office Supplies,West,63.04
Office Supplies,West,1289.52
Office Supplies,West,311.85
Office Supplies,West,141.54
Office Supplies,West,45.22
Office Supplies,West,41.36
Office Supplies,West,65.29
Office Supplies,West,13.42
Office Supplies,West,5.28
Office Supplies,West,20.6
Office Supplies,West,29.99
Office Supplies,West,45.41
Office Supplies,West,10.88
Office Supplies,West,217.39
Office Supplies,West,8.7
Office Supplies,West,35.49
Office Supplies,West,145.36
Office Supplies,West,3.46
Office Supplies,West,1813.68
Office Supplies,West,2040.95
Office Supplies,West,89.91
Office Supplies,West,24.92
Office Supplies,West,1834.61
Office Supplies,West,360.79
Office Supplies,West,792.61
Office Supplies,West,658.62
Office Supplies,West,28
Office Supplies,West,480.75
Office Supplies,West,72.87
Office Supplies,West,14.96
Office Supplies,West,139.66
Office Supplies,West,199.53
Office Supplies,West,71.52
Office Supplies,West,5220.48
Office Supplies,West,48.34
Office Supplies,West,109.26
Office Supplies,West,109.15
Office Supplies,West,483.59
Office Supplies,West,29.81
Office Supplies,West,81.53
Office Supplies,West,874.54
Office Supplies,West,73.29
Office Supplies,West,241.42
Office Supplies,West,204.02
Office Supplies,West,90.46
Office Supplies,West,562.96
Office Supplies,West,983.69
Office Supplies,West,132.37
Office Supplies,West,37.05
Office Supplies,West,103.29
Office Supplies,West,740.3
Office Supplies,West,53.2
Office Supplies,West,70.33
Office Supplies,West,559.45
Office Supplies,West,49.24
Office Supplies,West,740.78
Office Supplies,West,80.96
Office Supplies,West,87.84
Office Supplies,West,16.11
Office Supplies,West,26.06
Office Supplies,West,15
Office Supplies,West,123.4
Office Supplies,West,43.25
Office Supplies,West,146.32
Office Supplies,West,49.08
Office Supplies,West,67.71
Office Supplies,West,22.17
Office Supplies,West,32.02
Office Supplies,West,8.47
Office Supplies,West,61.29
Office Supplies,West,13.9
Office Supplies,West,59.56
Office Supplies,West,18.95
Office Supplies,West,15.69
Office Supplies,West,22.79
Office Supplies,West,21.33
Office Supplies,West,6.4
Office Supplies,West,32.6
Office Supplies,West,323.33
Office Supplies,West,559.43
Office Supplies,West,298.11
Office Supplies,West,71.55
Office Supplies,West,864.94
Office Supplies,West,145.4
Office Supplies,West,54.02
Office Supplies,West,72.26
Office Supplies,West,155.59
Office Supplies,West,273.05
Office Supplies,West,65.29
Office Supplies,West,330.21
Office Supplies,West,136.09
Office Supplies,West,83.86
Office Supplies,West,63.48
Office Supplies,West,6.3
Office Supplies,West,152.54
Office Supplies,West,54.22
Office Supplies,West,28.25
Office Supplies,West,5083.23
Office Supplies,West,1342.49
Office Supplies,West,47.64
Office Supplies,West,1053.74
Office Supplies,West,645.28
Office Supplies,West,36.67
Office Supplies,West,328.15
Office Supplies,West,86.1
Office Supplies,West,22.22
Office Supplies,West,22.5
Office Supplies,West,12.02
Office Supplies,West,382.33
Office Supplies,West,61.66
Office Supplies,West,92.29
Office Supplies,West,90.21
Office Supplies,West,221.38
Office Supplies,West,37.81
Office Supplies,West,86.45
Office Supplies,West,50.88
Office Supplies,West,87.9
Office Supplies,West,52.21
Office Supplies,West,549.85
Office Supplies,West,142.4
Office Supplies,West,34.41
Office Supplies,West,240.05
Office Supplies,West,114.38
Office Supplies,West,192.46
Office Supplies,West,756.03
Office Supplies,West,127.63
Office Supplies,West,92.34
Office Supplies,West,107.55
Office Supplies,West,65.61
Office Supplies,West,11.8
Office Supplies,West,123.62
Office Supplies,West,93.88
Office Supplies,West,5.57
Office Supplies,West,39.26
Office Supplies,West,235.88
Office Supplies,West,387.64
Office Supplies,West,77.74
Office Supplies,West,316.68
Office Supplies,West,4.49
Office Supplies,West,15.04
Office Supplies,West,10.11
Office Supplies,West,74.66
Office Supplies,West,11.92
Office Supplies,West,59.9
Office Supplies,West,6621.17
Office Supplies,West,66.05
Office Supplies,West,43.84
Office Supplies,West,34.72
Office Supplies,West,144.88
Office Supplies,West,261.85
Office Supplies,West,19.17
Office Supplies,West,52.09
Office Supplies,West,330.67
Office Supplies,West,89.86
Office Supplies,West,6.6
Office Supplies,West,320.93
Office Supplies,West,180.79
Office Supplies,West,11.44
Office Supplies,West,34.58
Office Supplies,West,406.3
Office Supplies,West,66.65
Office Supplies,West,71.41
Office Supplies,West,1629.12
Office Supplies,West,122.77
Office Supplies,West,71.68
Office Supplies,West,96.56
Office Supplies,West,4122.78
Office Supplies,West,76.16
Office Supplies,West,147.4
Office Supplies,West,54.2
Office Supplies,West,39.7
Office Supplies,West,182.4
Office Supplies,West,63.37
Office Supplies,West,1075.74
Office Supplies,West,1559.08
Office Supplies,West,8.39
Office Supplies,West,9.01
Office Supplies,West,15.26
Office Supplies,West,55.18
Office Supplies,West,6.73
Office Supplies,West,86.21
Office Supplies,West,35.17
Office Supplies,West,27.03
Office Supplies,West,120.78
Office Supplies,West,236.19
Office Supplies,West,894.64
Office Supplies,West,834.08
Office Supplies,West,281.08
Office Supplies,West,47.78
Office Supplies,West,240.46
Office Supplies,West,54.95
Office Supplies,West,761.87
Office Supplies,West,39.38
Office Supplies,West,186.58
Office Supplies,West,133.21
Office Supplies,West,50.47
Office Supplies,West,74.08
Office Supplies,West,291.59
Office Supplies,West,66.32
Office Supplies,West,29.37
Office Supplies,West,204.52
Office Supplies,West,764.75
Office Supplies,West,32.12
Office Supplies,West,206.09
Office Supplies,West,10.48
Office Supplies,West,68.88
Office Supplies,West,227.75
Office Supplies,West,238.28
Office Supplies,West,83.66
Office Supplies,West,243.11
Office Supplies,West,8.77
Office Supplies,West,104.95
Office Supplies,West,238.68
Office Supplies,West,71.71
Office Supplies,West,1243.64
Office Supplies,West,91.34
Office Supplies,West,209.78
Office Supplies,West,72.34
Office Supplies,West,522.56
Office Supplies,West,534.45
Office Supplies,West,10.96
Office Supplies,West,17.22
Office Supplies,West,86.56
Office Supplies,West,1886.52
Office Supplies,West,3.47
Office Supplies,West,4.24
Office Supplies,West,554.93
Office Supplies,West,33.11
Office Supplies,West,50.07
Office Supplies,West,35.61
Office Supplies,West,18.59
Office Supplies,West,8.3
Office Supplies,West,113.14
Office Supplies,West,307.65
Office Supplies,West,41.96
Office Supplies,West,38.81
Office Supplies,West,9.1
Office Supplies,West,29.63
Office Supplies,West,152.13
Office Supplies,West,23.82
Office Supplies,Central,172.79
Office Supplies,Central,1120.06
Office Supplies,Central,53.3
Office Supplies,Central,261.21
Office Supplies,Central,370.62
Office Supplies,Central,44.48
Office Supplies,Central,177.92
Office Supplies,Central,2444.33
Office Supplies,Central,324.1
Office Supplies,Central,143.42
Office Supplies,Central,3.25
Office Supplies,Central,177.08
Office Supplies,Central,370.91
Office Supplies,Central,89.73
Office Supplies,Central,5845.81
Office Supplies,Central,547.76
Office Supplies,Central,227.68
Office Supplies,Central,48.24
Office Supplies,Central,347.65
Office Supplies,Central,97.98
Office Supplies,Central,41.49
Office Supplies,Central,236.87
